time,close,T10Y2Y,HY_Spread,Copper_Gold_Log,WEI,Sahm_Rule,UM_Sentiment
2000-05-01,3400.91,-0.36,6.15,-5.821224411288232,,-0.03,109.2
2000-06-01,3966.11,-0.33,6.11,-5.8686247548632124,,0,110.7
2000-07-03,3766.99,-0.26,6.15,-5.7802563463430445,,-0.03,106.4
2000-08-01,4206.35,-0.43,6.28,-5.753193178715232,,0.03,108.3
2000-09-01,3672.82,-0.2,6.69,-5.706494708485921,,0.03,107.3
2000-10-02,3369.63,-0.17,7.79,-5.74928413297409,,-0.03,105.8
2000-11-01,2597.93,-0.13,9.06,-5.778397203577525,,-0.03,107.6
2000-12-01,2470.52,0.01,9,-5.782455506728677,,-0.03,107.6
2001-01-02,2772.73,0.57,7.87,-5.758814091154359,,0.13,94.7
2001-02-01,2151.83,0.51,7.7,-5.7935813572751025,,0.2,90.6
2001-03-01,1840.26,0.75,8.2,-5.826787454293736,,0.2,90.6
2001-04-02,2116.24,1.06,8.17,-5.829778036592021,,0.3,91.5
2001-05-01,2110.49,1.2,7.56,-5.864605798009091,,0.4,88.4
2001-06-01,2161.24,1.13,8.29,-5.940798061730132,,0.47,92
2001-07-02,2027.13,1.25,8.32,-5.977447349693595,,0.53,92.6
2001-08-01,1805.43,1.18,8.23,-5.997631807722177,,0.53,92.4
2001-09-04,1498.8,1.8,10.07,-6.111290484394166,,0.7,91.5
2001-10-01,1690.2,1.86,9.61,-6.106577354208486,,1.13,82.7
2001-11-01,1930.58,1.94,8.39,-5.928382160192025,,1.4,83.9
2001-12-03,1950.4,2,8.24,-6.048243526300995,,1.63,88.8
2002-01-02,1934.03,1.91,7.89,-5.9550211597066225,,1.6,93
2002-02-01,1731.49,1.82,8.19,-6.021878646011122,,1.5,90.7
2002-03-01,1845.35,1.7,7.11,-5.985882526375153,,1.5,90.7
2002-04-01,1688.23,1.87,7.19,-6.036445674747202,,1.37,95.7
2002-05-01,1615.73,1.89,7.22,-6.060675544890923,,1.4,93
2002-06-03,1463.21,1.99,9.14,-6.0046120829731215,,1.43,96.9
2002-07-01,1328.26,2.21,9.99,-6.105160272242927,,1.4,92.4
2002-08-01,1314.85,2.02,9.51,-6.112198731466547,,1.33,88.1
2002-09-03,1172.06,1.87,10.3,-6.190905986115403,,1.13,87.6
2002-10-01,1329.75,2.25,10.59,-6.095987892352745,,0.57,80.6
2002-11-01,1478.78,2.14,9.01,-6.046619621379755,,0.57,80.6
2002-12-02,1335.51,2.22,8.9,-6.205886905108325,,0.3,86.7
2003-01-02,1320.91,2.28,8.29,-6.141109903041319,,0.23,82.4
2003-02-03,1337.52,2.18,8.38,-6.106610469230092,,0.2,79.9
2003-03-03,1341.17,2.32,7.72,-6.155958432024722,,0.13,77.6
2003-04-01,1464.31,2.34,6.55,-6.140521172032485,,0.13,77.6
2003-05-01,1595.91,2.04,6.87,-6.146801196147824,,0.13,86
2003-06-02,1622.8,2.2,6.03,-6.13099550259062,,0.2,92.1
2003-07-01,1735.02,2.7,5.83,-6.072210143683726,,0.4,89.7
2003-08-01,1810.45,2.49,5.5,-6.141818480508614,,0.47,90.9
2003-09-02,1786.94,2.48,5.4,-6.156378285441138,,0.47,89.3
2003-10-01,1932.21,2.48,4.73,-6.015676256110253,,0.3,89.6
2003-11-03,1960.26,2.28,4.46,-6.081045204277718,,0.3,89.6
2003-12-01,2003.37,2.43,4.18,-5.986430376102344,,0.03,92.6
2004-01-02,2066.15,2.32,4.03,-5.862847169285889,,0.03,92.6
2004-02-02,2029.82,2.33,4.34,-5.686295144188182,,-0.1,103.8
2004-03-01,1994.22,2.26,4.41,-5.752339184873365,,0,95.8
2004-04-01,1920.15,2.21,3.83,-5.771163742248811,,0,95.8
2004-05-03,1986.74,2.14,4.32,-5.733727525196882,,0,94.2
2004-06-01,2047.79,1.87,3.96,-5.784843512356638,,0,90.2
2004-07-01,1887.36,1.85,3.94,-5.707089944914685,,-0.03,95.6
2004-08-02,1838.1,1.72,3.98,-5.774352729228208,,-0.03,96.7
2004-09-01,1896.84,1.49,3.79,-5.707595634662615,,-0.07,95.9
2004-10-01,1974.99,1.5,3.58,-5.771586685656656,,-0.07,94.2
2004-11-01,2096.81,1.34,3.17,-5.755865786976423,,0,92.8
2004-12-01,2175.44,1.16,3.1,-5.709845525889876,,0,97.1
2005-01-03,2062.41,0.85,3.29,-5.688804427268961,,-0.1,95.5
2005-02-01,2051.72,0.77,2.83,-5.676840643333191,,0,94.1
2005-03-01,1999.23,0.7,3.52,-5.659209694325863,,-0.07,92.6
2005-04-01,1921.65,0.6,4.16,-5.696699159309601,,-0.07,92.6
2005-05-02,2068.22,0.44,4.02,-5.661595930535637,,0,87.7
2005-06-01,2056.96,0.34,3.81,-5.668052351042436,,-0.1,86.9
2005-07-01,2184.83,0.24,3.33,-5.579747035863545,,-0.07,96
2005-08-01,2152.09,0.19,3.48,-5.600329735190606,,-0.07,96.5
2005-09-01,2151.69,0.16,3.67,-5.610939100242383,,-0.07,89.1
2005-10-03,2120.3,0.17,3.61,-5.552235923075615,,0.03,74.2
2005-11-01,2232.82,0.07,3.67,-5.556559399176143,,0.07,81.6
2005-12-01,2205.32,-0.02,3.65,-5.5393220022719225,,0.07,81.6
2006-01-03,2305.82,-0.01,3.42,-5.553910514757464,,-0.07,91.2
2006-02-01,2281.39,-0.14,3.37,-5.556240364237777,,-0.07,86.7
2006-03-01,2339.79,0.04,3.13,-5.473133496793413,,-0.07,88.9
2006-04-03,2322.57,0.18,3,-5.314334958345146,,-0.07,88.9
2006-05-01,2178.88,0.1,3.1,-5.187854328523357,,0,87.4
2006-06-01,2172.09,0.01,3.33,-5.212795193109875,,-0.07,79.1
2006-07-03,2091.47,0.02,3.4,-5.199471531911404,,-0.03,84.9
2006-08-01,2183.75,-0.07,3.42,-5.212252511162438,,0.03,84.7
2006-09-01,2258.43,-0.05,3.44,-5.162492181652791,,0.07,82
2006-10-02,2366.71,-0.1,3.29,-5.200583088233643,,-0.07,93.6
2006-11-01,2431.77,-0.16,3.2,-5.3196804080843885,,-0.07,92.1
2006-12-01,2415.29,-0.11,2.82,-5.403677882205863,,-0.07,92.1
2007-01-03,2463.93,-0.11,2.72,-5.535659124266295,,0.07,96.9
2007-02-01,2416.15,-0.09,2.82,-5.498674191404897,,0.07,91.3
2007-03-01,2421.64,0.06,2.82,-5.359652255492143,,0.07,91.3
2007-04-02,2525.09,0.04,2.63,-5.258449740972572,,0.03,88.4
2007-05-01,2604.52,-0.01,2.44,-5.279889144052305,,0,87.1
2007-06-01,2603.23,0.16,2.83,-5.239836872499822,,0,88.3
2007-07-02,2546.27,0.23,4.24,-5.226746731973718,,0.03,85.3
2007-08-01,2596.36,0.43,4.48,-5.30199033034816,,0.07,90.4
2007-09-04,2701.5,0.63,4.15,-5.328089524881706,,0.1,83.4
2007-10-01,2859.12,0.58,4.38,-5.433700628201152,,0.17,83.4
2007-11-01,2660.96,0.93,5.75,-5.512597764697706,,0.23,76.1
2007-12-03,2652.28,0.99,5.92,-5.6188316917868555,,0.4,75.5
2008-01-02,2389.86,1.5,6.95,-5.639715508648793,1.42,0.4,78.4
2008-02-01,2271.48,1.88,7.67,-5.533066463982554,1.42,0.43,70.8
2008-03-03,2279.1,1.8,7.99,-5.482876911391366,1.67,0.43,70.8
2008-04-01,2412.8,1.5,6.86,-5.400715373065736,1.07,0.47,69.5
2008-05-01,2522.66,1.41,6.55,-5.5103063125220695,0.9,0.5,62.6
2008-06-02,2292.98,1.34,7.41,-5.476875680365182,1.02,0.73,59.8
2008-07-01,2325.55,1.43,7.81,-5.529431255065523,0.87,0.8,56.4
2008-08-01,2367.52,1.42,8.29,-5.50772664329274,0.53,0.97,61.2
2008-09-02,2082.33,1.91,10.75,-5.723387573778432,-0.2,1.1,63
2008-10-01,1720.95,2.41,15.91,-5.972978712383254,-0.4,1.27,70.3
2008-11-03,1535.57,1.93,19.78,-6.20761187216657,-0.46,1.5,57.6
2008-12-01,1577.03,1.49,18.12,-6.441206667191612,-2.66,2.07,60.1
2009-01-02,1476.42,1.93,16.22,-6.449221202743744,-2.48,2.07,60.1
2009-02-02,1377.84,2.02,17.39,-6.417728003542206,-3.27,2.37,61.2
