time,close,KD,J,RSI,COPPER · Capital.com: close,URANIUM · FXCM: close,US10Y · TVC: close,US02Y · TVC: close,ALUMINUM · Capital.com: close,REMX · NYSE Arca: close,XAUUSD · FXCM: close,BTCUSD · INDEX: close,USDKRW · FXCM: close
1973-11-01,109.62,14.87693682,-10.62298576,9.333010931,,,6.69,,,,,,
1973-11-02,108.93,11.00428591,-11.42730264,2.742066386,,,,,,,,,
1973-11-05,107.12,8.060409297,-10.51507652,-11.08509597,,,,,,,,,
1973-11-06,106.29,5.856418657,-8.941300849,-16.14090521,,,,,,,,,
1973-11-07,106.72,5.696239548,-2.103067979,-9.463597135,,,,,,,,,
1973-11-08,107.31,8.165136569,10.43772536,-0.643266014,,,,,,,,,
1973-11-09,105.77,6.401163749,3.127526094,-11.11220589,,,,,,,,,
1973-11-12,105.08,4.905935413,-0.468954257,-15.10999941,,,,,,,,,
1973-11-13,104.74,3.69628555,-2.015283939,-17.01867619,,,,,,,,,
1973-11-14,101.98,2.747964995,-2.478621138,-29.36972338,,,,,,,,,
1973-11-15,101.63,2.021159749,-2.409146434,-30.62333652,,,,,,,,,
1973-11-16,101.38,1.473561889,-2.11058585,-31.53623441,,,,,,,,,
1973-11-19,99,1.066455964,-1.743382719,-38.92285833,,,,,,,,,
1973-11-20,96.58,0.76702489,-1.386472136,-44.32255218,,,,,,,,,
1973-11-21,97.32,2.338104022,5.189053338,-34.8880644,,,,,,,,,
1973-11-23,97.3,3.764232721,8.755029126,-34.94328726,,,,,,,,,
1973-11-26,94.13,3.038643147,3.720067417,-42.36275603,,,,,,,,,
1973-11-27,93.07,2.378531876,1.068965833,-44.31992866,,,,,,,,,
1973-11-28,94.94,6.675488746,16.7630979,-23.64796897,,,,,,,,,
1973-11-29,94.62,9.561155057,21.81912541,-24.63927478,,,,,,,,,
1973-11-30,93.51,9.357719679,14.97811641,-27.99507991,,,,,,,94.82,,
1973-12-03,91.97,7.403124122,5.326833596,-32.17595454,,,6.9,,,,,,
1973-12-04,91.56,5.711845639,0.445504168,-33.22540678,,,,,,,,,
1973-12-05,89.73,4.325516798,-1.773476041,-37.55277788,,,,,,,,,
1973-12-06,91.27,9.797322394,20.42733997,-21.40641013,,,,,,,,,
1973-12-07,92.32,18.90349384,46.98393123,-11.40112792,,,,,,,,,
1973-12-10,93.54,31.57752689,77.30282823,-0.601966986,,,,,,,,,
1973-12-11,92.2,36.80113816,72.72281698,-6.351771885,,,,,,,,,
1973-12-12,90.81,35.72057958,50.98002256,-11.7436936,,,,,,,,,
1973-12-13,89.12,28.12177174,16.75447363,-17.56035269,,,,,,,,,
1973-12-14,89.63,24.18398507,8.655869341,-12.92268128,,,,,,,,,
1973-12-17,89.13,18.51497345,-3.421613472,-14.75584452,,,,,,,,,
1973-12-18,90.56,21.1528742,16.77933262,-1.725438548,,,,,,,,,
1973-12-19,90.24,21.98601601,21.88209975,-3.175074485,,,,,,,,,
1973-12-20,90.27,22.87972533,25.06204048,-2.890203018,,,,,,,,,
1973-12-21,89.52,20.7298407,16.44628671,-6.544628313,,,,,,,,,
1973-12-24,88.67,16.02801934,2.13168896,-10.49919028,,,,,,,,,
1973-12-26,90.19,30.02927002,58.08423152,4.556092334,,,,,,,,,
1973-12-27,91.25,46.20176471,100.6604822,13.89931768,,,,,,,,,
