time,vol_phase,vol_amp,period_months,period_years,phase_fit_r2,months_until_fear,months_until_euphoria,fear_window_24m,fear_window_36m,euphoria_window_24m,euphoria_window_36m,confidence,nasdaq_close,nasdaq_sma,nasdaq_overext,nasdaq_mom_fast,nasdaq_mom_slow,vol_ann,vol_z,trend_break,overext_flag,mom_decel,macro_risk,fear_level,euphoria_level,fear_trigger,euphoria_trigger
1973-08-29,,,,,,,,0,0,0,0,0.0,103.79,,,-0.044642857142857095,0.02045029987218583,0.10643206470142466,,0,0,0,0,0,0,0,0
1973-08-30,,,,,,,,0,0,0,0,0.0,103.99,,,-0.027949149373714843,0.0225172074729596,0.09604968622162119,,0,0,0,0,0,0,0,0
1973-08-31,,,,,,,,0,0,0,0,0.0,104.87,,,-0.018255008425388408,0.022423710636638505,0.10192161090145198,,0,0,0,0,0,0,0,0
1973-09-04,,,,,,,,0,0,0,0,0.0,105.5,103.68469696969696,0.017507916629525333,-0.015950004663743966,0.017161588893173985,0.10356031303598554,,0,0,0,0,0,0,0,0
1973-09-05,,,,,,,,0,0,0,0,0.0,106.03,103.71970149253731,0.022274442311511322,-0.0118359739049394,0.029017857142856984,0.10538174187402644,,0,0,0,0,0,0,0,0
1973-09-06,,,,,,,,0,0,0,0,0.0,106.36,103.7585294117647,0.025072354080033277,0.0021671534910017165,0.014982345643668182,0.09903491907190907,,0,0,1,0,0,0,0,0
1973-09-07,,,,,,,,0,0,0,0,0.0,107.02,103.80579710144929,0.03096361656381741,0.008195949128591451,0.025783571360107338,0.10124462713306519,,0,0,1,0,0,0,0,0
1973-09-10,,,,,,,,0,0,0,0,0.0,106.25,103.84071428571428,0.023201744429999227,0.008830231674895606,0.025975280030899883,0.10062505814151086,,0,0,1,0,0,0,0,0
1973-09-11,,,,,,,,0,0,0,0,0.0,105.77,103.86788732394366,0.018312807981970547,0.013608049832295244,0.03432427146489325,0.09615367781858185,,0,0,1,0,0,0,0,0
1973-09-12,,,,,,,,0,0,0,0,0.0,105.33,103.88819444444444,0.013878435016276836,0.016796988126267065,0.04525156296516819,0.09345810169348405,,0,0,1,0,0,0,0,0
1973-09-13,,,,,,,,0,0,0,0,0.0,105.6,103.91164383561645,0.016247997837994577,0.021770682148040565,0.045958795562599075,0.09289764241675663,,0,0,1,0,0,0,0,0
1973-09-14,,,,,,,,0,0,0,0,0.0,106.07,103.9408108108108,0.020484631326040503,0.026715709999032056,0.048226109299337905,0.09343177548076785,,0,0,1,0,0,0,0,0
1973-09-17,,,,,,,,0,0,0,0,0.0,106.27,103.97186666666667,0.022103415154612227,0.024684215601195714,0.05846613545816726,0.09300437780386243,,0,0,1,0,0,0,0,0
1973-09-18,,,,,,,,0,0,0,0,0.0,106.3,104.0025,0.022090815124636398,0.03535599493522934,0.05257946331319929,0.08363828621379577,,0,0,1,0,0,0,0,0
1973-09-19,,,,,,,,0,0,0,0,0.0,107.91,104.05324675324675,0.03706518890178612,0.05669800235017619,0.08528613094639437,0.09139911142310825,,0,0,1,0,0,0,0,0
1973-09-20,,,,,,,,0,0,0,0,0.0,108.76,104.11358974358974,0.04462827828579741,0.07321886717979087,0.08803521408563442,0.08463326663868881,,0,0,1,0,0,0,0,0
1973-09-21,,,,,,,,0,0,0,0,0.0,109.46,104.18126582278481,0.05066874678019806,0.06758997366624397,0.09219716623428442,0.08002984317683354,,0,0,1,0,0,0,0,0
1973-09-24,,,,,,,,0,0,0,0,0.0,109.69,104.250125,0.052180992588737984,0.07119140624999987,0.084321866350336,0.07844630174917122,,0,0,1,0,0,0,0,0
1973-09-25,,,,,,,,0,0,0,0,0.0,109.8,104.31864197530864,0.05254437673746515,0.06695170537362749,0.08734402852049894,0.07867951761854516,,0,0,1,0,0,0,0,0
