date,status,p_crisis_1y,conf_crisis_1y,auc_val_crisis_1y,p_crisis_2y,conf_crisis_2y,auc_val_crisis_2y,p_crisis_3y,conf_crisis_3y,auc_val_crisis_3y,p_euphoria_1y,conf_euphoria_1y,auc_val_euphoria_1y,p_euphoria_2y,conf_euphoria_2y,auc_val_euphoria_2y,p_euphoria_3y,conf_euphoria_3y,auc_val_euphoria_3y,net_1y,net_2y,net_3y,model,euphoria_rule
2023-11-07,OK,0.05871868971900451,0.20839044197818657,0.6041952209890933,0.08718328462351019,0.6697348677756851,0.8348674338878426,0.20797089454549478,0.187335723636314,0.593667861818157,6.305116760146985e-16,0.4856871464962653,0.7428435732481327,6.305116760146985e-16,0.40662006272299434,0.7033100313614972,0.9999999999999993,0.4246754928936183,0.7123377464468091,-0.05871868971900388,-0.08718328462350956,0.7920291054545046,forecast_v1,nas_cz>=0.8 & baml_cz<=-0.2 & cg_cz>=0.2 & nas_vol_z<=0.2
2023-11-08,OK,0.05763180055509721,0.20839044197818657,0.6041952209890933,0.07681965512235103,0.6697348677756851,0.8348674338878426,0.19889274569182827,0.187335723636314,0.593667861818157,6.305116760146985e-16,0.4856871464962653,0.7428435732481327,6.305116760146985e-16,0.40662006272299434,0.7033100313614972,0.9999999999999993,0.4246754928936183,0.7123377464468091,-0.05763180055509658,-0.07681965512235041,0.8011072543081711,forecast_v1,nas_cz>=0.8 & baml_cz<=-0.2 & cg_cz>=0.2 & nas_vol_z<=0.2
2023-11-09,OK,0.058383232390071135,0.20839044197818657,0.6041952209890933,0.0766438746805504,0.6697348677756851,0.8348674338878426,0.21615416440087956,0.187335723636314,0.593667861818157,6.305116760146985e-16,0.4856871464962653,0.7428435732481327,6.305116760146985e-16,0.40662006272299434,0.7033100313614972,0.9999999999999993,0.4246754928936183,0.7123377464468091,-0.058383232390070504,-0.07664387468054977,0.7838458355991198,forecast_v1,nas_cz>=0.8 & baml_cz<=-0.2 & cg_cz>=0.2 & nas_vol_z<=0.2
2023-11-10,OK,0.05789042848932067,0.20839044197818657,0.6041952209890933,0.0806817188934543,0.6697348677756851,0.8348674338878426,0.21932426010398917,0.187335723636314,0.593667861818157,6.305116760146985e-16,0.4856871464962653,0.7428435732481327,6.305116760146985e-16,0.40662006272299434,0.7033100313614972,0.9999999999999993,0.4246754928936183,0.7123377464468091,-0.05789042848932004,-0.08068171889345367,0.7806757398960101,forecast_v1,nas_cz>=0.8 & baml_cz<=-0.2 & cg_cz>=0.2 & nas_vol_z<=0.2
2023-11-13,OK,0.04908363205768933,0.20839044197818657,0.6041952209890933,0.08682603715590888,0.6697348677756851,0.8348674338878426,0.21000549311755765,0.187335723636314,0.593667861818157,6.305116760146985e-16,0.4856871464962653,0.7428435732481327,6.305116760146985e-16,0.40662006272299434,0.7033100313614972,0.9999999999999993,0.4246754928936183,0.7123377464468091,-0.049083632057688696,-0.08682603715590825,0.7899945068824417,forecast_v1,nas_cz>=0.8 & baml_cz<=-0.2 & cg_cz>=0.2 & nas_vol_z<=0.2
2023-11-14,OK,0.03633851165086104,0.20839044197818657,0.6041952209890933,0.07891388141342258,0.6697348677756851,0.8348674338878426,0.14664618997999032,0.187335723636314,0.593667861818157,6.305116760146985e-16,0.4856871464962653,0.7428435732481327,6.305116760146985e-16,0.40662006272299434,0.7033100313614972,0.9999999999999993,0.4246754928936183,0.7123377464468091,-0.03633851165086041,-0.07891388141342195,0.853353810020009,forecast_v1,nas_cz>=0.8 & baml_cz<=-0.2 & cg_cz>=0.2 & nas_vol_z<=0.2
2023-11-15,OK,0.04240860704316266,0.20839044197818657,0.6041952209890933,0.08272704315749801,0.6697348677756851,0.8348674338878426,0.16706624051462343,0.187335723636314,0.593667861818157,6.305116760146985e-16,0.4856871464962653,0.7428435732481327,6.305116760146985e-16,0.40662006272299434,0.7033100313614972,0.9999999999999993,0.4246754928936183,0.7123377464468091,-0.04240860704316203,-0.08272704315749739,0.8329337594853758,forecast_v1,nas_cz>=0.8 & baml_cz<=-0.2 & cg_cz>=0.2 & nas_vol_z<=0.2
2023-11-16,OK,0.05184183186540335,0.20839044197818657,0.6041952209890933,0.08250911879062615,0.6697348677756851,0.8348674338878426,0.16861576459140348,0.187335723636314,0.593667861818157,6.305116760146985e-16,0.4856871464962653,0.7428435732481327,6.305116760146985e-16,0.40662006272299434,0.7033100313614972,0.9999999999999993,0.4246754928936183,0.7123377464468091,-0.05184183186540272,-0.08250911879062553,0.8313842354085959,forecast_v1,nas_cz>=0.8 & baml_cz<=-0.2 & cg_cz>=0.2 & nas_vol_z<=0.2
2023-11-17,OK,0.042087778568462415,0.20839044197818657,0.6041952209890933,0.07761179614338709,0.6697348677756851,0.8348674338878426,0.15726296664013503,0.187335723636314,0.593667861818157,6.305116760146985e-16,0.4856871464962653,0.7428435732481327,6.305116760146985e-16,0.40662006272299434,0.7033100313614972,0.9999999999999993,0.4246754928936183,0.7123377464468091,-0.042087778568461784,-0.07761179614338647,0.8427370333598643,forecast_v1,nas_cz>=0.8 & baml_cz<=-0.2 & cg_cz>=0.2 & nas_vol_z<=0.2
2023-11-20,OK,0.02969487886590435,0.20839044197818657,0.6041952209890933,0.07313051725445156,0.6697348677756851,0.8348674338878426,0.14800842102879097,0.187335723636314,0.593667861818157,6.305116760146985e-16,0.4856871464962653,0.7428435732481327,6.305116760146985e-16,0.40662006272299434,0.7033100313614972,0.9999999999999993,0.4246754928936183,0.7123377464468091,-0.029694878865903718,-0.07313051725445094,0.8519915789712084,forecast_v1,nas_cz>=0.8 & baml_cz<=-0.2 & cg_cz>=0.2 & nas_vol_z<=0.2
2023-11-21,OK,0.03369024256266258,0.20839044197818657,0.6041952209890933,0.07626643802838515,0.6697348677756851,0.8348674338878426,0.1417430352010706,0.187335723636314,0.593667861818157,6.305116760146985e-16,0.4856871464962653,0.7428435732481327,6.305116760146985e-16,0.40662006272299434,0.7033100313614972,0.9999999999999993,0.4246754928936183,0.7123377464468091,-0.03369024256266195,-0.07626643802838452,0.8582569647989288,forecast_v1,nas_cz>=0.8 & baml_cz<=-0.2 & cg_cz>=0.2 & nas_vol_z<=0.2
2023-11-22,OK,0.03227533550765689,0.20839044197818657,0.6041952209890933,0.07557007553814737,0.6697348677756851,0.8348674338878426,0.1437814971362476,0.187335723636314,0.593667861818157,6.305116760146985e-16,0.4856871464962653,0.7428435732481327,6.305116760146985e-16,0.40662006272299434,0.7033100313614972,0.9999999999999993,0.4246754928936183,0.7123377464468091,-0.03227533550765626,-0.07557007553814675,0.8562185028637517,forecast_v1,nas_cz>=0.8 & baml_cz<=-0.2 & cg_cz>=0.2 & nas_vol_z<=0.2
2023-11-24,OK,0.03083955718374774,0.20839044197818657,0.6041952209890933,0.07697674562282107,0.6697348677756851,0.8348674338878426,0.1533449758434302,0.187335723636314,0.593667861818157,6.305116760146985e-16,0.4856871464962653,0.7428435732481327,6.305116760146985e-16,0.40662006272299434,0.7033100313614972,0.9999999999999993,0.4246754928936183,0.7123377464468091,-0.030839557183747108,-0.07697674562282045,0.8466550241565691,forecast_v1,nas_cz>=0.8 & baml_cz<=-0.2 & cg_cz>=0.2 & nas_vol_z<=0.2
2023-11-27,OK,0.03452282390347303,0.20839044197818657,0.6041952209890933,0.0790291911446626,0.6697348677756851,0.8348674338878426,0.16513368396899986,0.187335723636314,0.593667861818157,6.305116760146985e-16,0.4856871464962653,0.7428435732481327,6.305116760146985e-16,0.40662006272299434,0.7033100313614972,0.9999999999999993,0.4246754928936183,0.7123377464468091,-0.034522823903472395,-0.07902919114466198,0.8348663160309995,forecast_v1,nas_cz>=0.8 & baml_cz<=-0.2 & cg_cz>=0.2 & nas_vol_z<=0.2
2023-11-28,OK,0.03420712552211653,0.20839044197818657,0.6041952209890933,0.0717738150961815,0.6697348677756851,0.8348674338878426,0.15020883495172846,0.187335723636314,0.593667861818157,6.305116760146985e-16,0.4856871464962653,0.7428435732481327,0.9999999999999993,0.40662006272299434,0.7033100313614972,0.9999999999999993,0.4246754928936183,0.7123377464468091,-0.0342071255221159,0.9282261849038178,0.8497911650482709,forecast_v1,nas_cz>=0.8 & baml_cz<=-0.2 & cg_cz>=0.2 & nas_vol_z<=0.2
2023-11-29,OK,0.04322147448246625,0.20839044197818657,0.6041952209890933,0.07741075152655312,0.6697348677756851,0.8348674338878426,0.1918528837097743,0.187335723636314,0.593667861818157,6.305116760146985e-16,0.4856871464962653,0.7428435732481327,0.9999999999999993,0.40662006272299434,0.7033100313614972,0.9999999999999993,0.4246754928936183,0.7123377464468091,-0.04322147448246562,0.9225892484734463,0.8081471162902251,forecast_v1,nas_cz>=0.8 & baml_cz<=-0.2 & cg_cz>=0.2 & nas_vol_z<=0.2
2023-11-30,OK,0.03147261981747968,0.20839044197818657,0.6041952209890933,0.07758015120767921,0.6697348677756851,0.8348674338878426,0.13833659276887572,0.187335723636314,0.593667861818157,6.305116760146985e-16,0.4856871464962653,0.7428435732481327,0.9999999999999993,0.40662006272299434,0.7033100313614972,0.9999999999999993,0.4246754928936183,0.7123377464468091,-0.03147261981747905,0.9224198487923201,0.8616634072311236,forecast_v1,nas_cz>=0.8 & baml_cz<=-0.2 & cg_cz>=0.2 & nas_vol_z<=0.2
2023-12-01,OK,0.03222800068678989,0.20839044197818657,0.6041952209890933,0.08916442676392895,0.6697348677756851,0.8348674338878426,0.21089315355852967,0.187335723636314,0.593667861818157,0.9999999999999993,0.4856871464962653,0.7428435732481327,0.9999999999999993,0.40662006272299434,0.7033100313614972,0.9999999999999993,0.4246754928936183,0.7123377464468091,0.9677719993132095,0.9108355732360703,0.7891068464414697,forecast_v1,nas_cz>=0.8 & baml_cz<=-0.2 & cg_cz>=0.2 & nas_vol_z<=0.2
2023-12-04,OK,0.031076064053325768,0.20839044197818657,0.6041952209890933,0.08834843380171706,0.6697348677756851,0.8348674338878426,0.12837359004807394,0.187335723636314,0.593667861818157,6.305116760146985e-16,0.4856871464962653,0.7428435732481327,0.9999999999999993,0.40662006272299434,0.7033100313614972,0.9999999999999993,0.4246754928936183,0.7123377464468091,-0.031076064053325136,0.9116515661982822,0.8716264099519254,forecast_v1,nas_cz>=0.8 & baml_cz<=-0.2 & cg_cz>=0.2 & nas_vol_z<=0.2
2023-12-05,OK,0.048892862408193793,0.20839044197818657,0.6041952209890933,0.08799070756422855,0.6697348677756851,0.8348674338878426,0.17800463277836576,0.187335723636314,0.593667861818157,6.305116760146985e-16,0.4856871464962653,0.7428435732481327,0.9999999999999993,0.40662006272299434,0.7033100313614972,0.9999999999999993,0.4246754928936183,0.7123377464468091,-0.04889286240819316,0.9120092924357708,0.8219953672216336,forecast_v1,nas_cz>=0.8 & baml_cz<=-0.2 & cg_cz>=0.2 & nas_vol_z<=0.2
2023-12-06,OK,0.05784500574651624,0.20839044197818657,0.6041952209890933,0.08707977165250692,0.6697348677756851,0.8348674338878426,0.20282486437099576,0.187335723636314,0.593667861818157,6.305116760146985e-16,0.4856871464962653,0.7428435732481327,0.9999999999999993,0.40662006272299434,0.7033100313614972,0.9999999999999993,0.4246754928936183,0.7123377464468091,-0.05784500574651561,0.9129202283474924,0.7971751356290036,forecast_v1,nas_cz>=0.8 & baml_cz<=-0.2 & cg_cz>=0.2 & nas_vol_z<=0.2
2023-12-07,OK,0.051680954606679305,0.20839044197818657,0.6041952209890933,0.08809511001798717,0.6697348677756851,0.8348674338878426,0.18792354547886767,0.187335723636314,0.593667861818157,6.305116760146985e-16,0.4856871464962653,0.7428435732481327,0.9999999999999993,0.40662006272299434,0.7033100313614972,0.9999999999999993,0.4246754928936183,0.7123377464468091,-0.051680954606678674,0.9119048899820121,0.8120764545211316,forecast_v1,nas_cz>=0.8 & baml_cz<=-0.2 & cg_cz>=0.2 & nas_vol_z<=0.2
2023-12-08,OK,0.049063454052020075,0.20839044197818657,0.6041952209890933,0.09805056737968722,0.6697348677756851,0.8348674338878426,0.1913551456567974,0.187335723636314,0.593667861818157,6.305116760146985e-16,0.4856871464962653,0.7428435732481327,0.9999999999999993,0.40662006272299434,0.7033100313614972,0.9999999999999993,0.4246754928936183,0.7123377464468091,-0.049063454052019444,0.9019494326203121,0.8086448543432019,forecast_v1,nas_cz>=0.8 & baml_cz<=-0.2 & cg_cz>=0.2 & nas_vol_z<=0.2
2023-12-11,OK,0.03418058372188386,0.20839044197818657,0.6041952209890933,0.09419421122958907,0.6697348677756851,0.8348674338878426,0.18446062985217812,0.187335723636314,0.593667861818157,6.305116760146985e-16,0.4856871464962653,0.7428435732481327,0.9999999999999993,0.40662006272299434,0.7033100313614972,0.9999999999999993,0.4246754928936183,0.7123377464468091,-0.03418058372188323,0.9058057887704103,0.8155393701478212,forecast_v1,nas_cz>=0.8 & baml_cz<=-0.2 & cg_cz>=0.2 & nas_vol_z<=0.2
2023-12-12,OK,0.0505544987307792,0.20839044197818657,0.6041952209890933,0.09830608541455609,0.6697348677756851,0.8348674338878426,0.18841092301563456,0.187335723636314,0.593667861818157,6.305116760146985e-16,0.4856871464962653,0.7428435732481327,0.9999999999999993,0.40662006272299434,0.7033100313614972,0.9999999999999993,0.4246754928936183,0.7123377464468091,-0.050554498730778566,0.9016939145854432,0.8115890769843648,forecast_v1,nas_cz>=0.8 & baml_cz<=-0.2 & cg_cz>=0.2 & nas_vol_z<=0.2
2023-12-13,OK,0.06864466025798462,0.20839044197818657,0.6041952209890933,0.10410582844633545,0.6697348677756851,0.8348674338878426,0.18151852263471477,0.187335723636314,0.593667861818157,6.305116760146985e-16,0.4856871464962653,0.7428435732481327,0.9999999999999993,0.40662006272299434,0.7033100313614972,0.9999999999999993,0.4246754928936183,0.7123377464468091,-0.06864466025798399,0.8958941715536639,0.8184814773652845,forecast_v1,nas_cz>=0.8 & baml_cz<=-0.2 & cg_cz>=0.2 & nas_vol_z<=0.2
2023-12-14,OK,0.043696040876575144,0.20839044197818657,0.6041952209890933,0.09283777108560907,0.6697348677756851,0.8348674338878426,0.18231671575501432,0.187335723636314,0.593667861818157,6.305116760146985e-16,0.4856871464962653,0.7428435732481327,0.9999999999999993,0.40662006272299434,0.7033100313614972,0.9999999999999993,0.4246754928936183,0.7123377464468091,-0.04369604087657451,0.9071622289143902,0.817683284244985,forecast_v1,nas_cz>=0.8 & baml_cz<=-0.2 & cg_cz>=0.2 & nas_vol_z<=0.2
2023-12-15,OK,0.04631663344755729,0.20839044197818657,0.6041952209890933,0.09091863411115261,0.6697348677756851,0.8348674338878426,0.1844673622028801,0.187335723636314,0.593667861818157,6.305116760146985e-16,0.4856871464962653,0.7428435732481327,0.9999999999999993,0.40662006272299434,0.7033100313614972,0.9999999999999993,0.4246754928936183,0.7123377464468091,-0.04631663344755666,0.9090813658888467,0.8155326377971193,forecast_v1,nas_cz>=0.8 & baml_cz<=-0.2 & cg_cz>=0.2 & nas_vol_z<=0.2
2023-12-18,OK,0.03698294401269497,0.20839044197818657,0.6041952209890933,0.08969194837035424,0.6697348677756851,0.8348674338878426,0.17847121598240537,0.187335723636314,0.593667861818157,6.305116760146985e-16,0.4856871464962653,0.7428435732481327,0.9999999999999993,0.40662006272299434,0.7033100313614972,0.9999999999999993,0.4246754928936183,0.7123377464468091,-0.036982944012694335,0.9103080516296451,0.821528784017594,forecast_v1,nas_cz>=0.8 & baml_cz<=-0.2 & cg_cz>=0.2 & nas_vol_z<=0.2
2023-12-19,OK,0.04242279435426427,0.20839044197818657,0.6041952209890933,0.09318074684016213,0.6697348677756851,0.8348674338878426,0.18870328769175626,0.187335723636314,0.593667861818157,6.305116760146985e-16,0.4856871464962653,0.7428435732481327,0.9999999999999993,0.40662006272299434,0.7033100313614972,0.9999999999999993,0.4246754928936183,0.7123377464468091,-0.04242279435426364,0.9068192531598372,0.8112967123082431,forecast_v1,nas_cz>=0.8 & baml_cz<=-0.2 & cg_cz>=0.2 & nas_vol_z<=0.2
2023-12-20,OK,0.046468149578285774,0.20839044197818657,0.6041952209890933,0.09556298065958037,0.6697348677756851,0.8348674338878426,0.19827981029501177,0.187335723636314,0.593667861818157,6.305116760146985e-16,0.4856871464962653,0.7428435732481327,0.9999999999999993,0.40662006272299434,0.7033100313614972,0.9999999999999993,0.4246754928936183,0.7123377464468091,-0.04646814957828514,0.904437019340419,0.8017201897049876,forecast_v1,nas_cz>=0.8 & baml_cz<=-0.2 & cg_cz>=0.2 & nas_vol_z<=0.2
2023-12-21,OK,0.04306495058117131,0.20839044197818657,0.6041952209890933,0.09621171026443263,0.6697348677756851,0.8348674338878426,0.1918861933146456,0.187335723636314,0.593667861818157,6.305116760146985e-16,0.4856871464962653,0.7428435732481327,0.9999999999999993,0.40662006272299434,0.7033100313614972,0.9999999999999993,0.4246754928936183,0.7123377464468091,-0.04306495058117068,0.9037882897355667,0.8081138066853537,forecast_v1,nas_cz>=0.8 & baml_cz<=-0.2 & cg_cz>=0.2 & nas_vol_z<=0.2
2023-12-22,OK,0.0447943607575789,0.20839044197818657,0.6041952209890933,0.0904613592138151,0.6697348677756851,0.8348674338878426,0.1983000929986154,0.187335723636314,0.593667861818157,6.305116760146985e-16,0.4856871464962653,0.7428435732481327,0.9999999999999993,0.40662006272299434,0.7033100313614972,0.9999999999999993,0.4246754928936183,0.7123377464468091,-0.04479436075757827,0.9095386407861843,0.8016999070013839,forecast_v1,nas_cz>=0.8 & baml_cz<=-0.2 & cg_cz>=0.2 & nas_vol_z<=0.2
2023-12-26,OK,0.042794494328857985,0.20839044197818657,0.6041952209890933,0.08926978202355486,0.6697348677756851,0.8348674338878426,0.19085923178900271,0.187335723636314,0.593667861818157,0.9999999999999993,0.4856871464962653,0.7428435732481327,0.9999999999999993,0.40662006272299434,0.7033100313614972,0.9999999999999993,0.4246754928936183,0.7123377464468091,0.9572055056711414,0.9107302179764445,0.8091407682109966,forecast_v1,nas_cz>=0.8 & baml_cz<=-0.2 & cg_cz>=0.2 & nas_vol_z<=0.2
2023-12-27,OK,0.03784441339276633,0.20839044197818657,0.6041952209890933,0.08443637235133267,0.6697348677756851,0.8348674338878426,0.17493719170665625,0.187335723636314,0.593667861818157,6.305116760146985e-16,0.4856871464962653,0.7428435732481327,0.9999999999999993,0.40662006272299434,0.7033100313614972,0.9999999999999993,0.4246754928936183,0.7123377464468091,-0.037844413392765695,0.9155636276486667,0.8250628082933431,forecast_v1,nas_cz>=0.8 & baml_cz<=-0.2 & cg_cz>=0.2 & nas_vol_z<=0.2
