time,months_until_fear,months_until_euphoria,fear_window_24m,fear_window_36m,euphoria_window_24m,euphoria_window_36m,confidence_fear,confidence_euphoria,confidence,fear_period_months,euphoria_period_months,fear_phase,euphoria_phase,nasdaq_close,nasdaq_sma,nasdaq_overext,nasdaq_mom_fast,nasdaq_mom_slow,vol_ann,vol_z,runup_12m,trend_break,overext_flag,mom_decel,macro_risk,fear_level,euphoria_level,fear_trigger,euphoria_trigger
1990-11-26,,5.360548990328495,0,0,1,1,0.0,0.9475331233718691,0.47376656168593456,,21.785920985800647,,-1.5460132567450673,348.9,410.28700000000003,-0.14961965648436348,0.02708272004710044,-0.23737704918032787,0.18739465209331924,1.0102275507382008,-0.23520385795703647,1,0,0,1,3,1,1,0
1990-11-27,,5.360548990328495,0,0,1,1,0.0,0.9475331233718691,0.47376656168593456,,21.785920985800647,,-1.5460132567450673,354.1,409.92549999999994,-0.13618450181801312,0.05891148325358864,-0.22820401046207495,0.18988752012392973,1.0524475580837915,-0.2246551346617035,1,0,0,1,3,1,1,0
1990-11-28,,5.360548990328495,0,0,1,1,0.0,0.9475331233718691,0.47376656168593456,,21.785920985800647,,-1.5460132567450673,355.1,409.57200000000006,-0.13299737286728597,0.07345828295042334,-0.22636165577342038,0.19002165396420484,1.0469780946255745,-0.22093023255813948,1,0,0,1,3,1,1,0
1990-11-29,,5.360548990328495,0,0,1,1,0.0,0.9475331233718691,0.47376656168593456,,21.785920985800647,,-1.5460132567450673,355.8,409.218,-0.13053677990704227,0.07883565797452996,-0.23003678857390175,0.1895733433730659,1.02990747274973,-0.2199079149309362,1,0,0,1,3,1,1,0
1990-11-30,,5.360548990328495,0,0,1,1,0.0,0.9475331233718691,0.47376656168593456,,21.785920985800647,,-1.5460132567450673,359.1,408.86549999999994,-0.121716065552119,0.0888417222559128,-0.22873711340206182,0.19007914523391792,1.032040715327457,-0.2143950995405819,1,0,0,1,3,1,1,0
1990-12-03,,5.255919686471106,0,0,1,1,0.0,0.9159682858252189,0.45798414291260947,,21.88136112048546,,-1.509225919169809,361.3,408.527,-0.11560313027045943,0.09286146400483974,-0.222341799397331,0.19054781560618336,1.0333980593329086,-0.21165175649138124,1,0,0,1,3,1,1,0
1990-12-04,,5.255919686471106,0,0,1,1,0.0,0.9159682858252189,0.45798414291260947,,21.88136112048546,,-1.509225919169809,364.1,408.22850000000005,-0.10809754830934148,0.08202080237741471,-0.2169892473118279,0.1912463107016684,1.0392933688066872,-0.2060619276057566,1,0,0,1,3,1,1,0
1990-12-05,,5.255919686471106,0,0,1,1,0.0,0.9159682858252189,0.45798414291260947,,21.88136112048546,,-1.509225919169809,370.9,407.9755,-0.09087678059099147,0.08832159624413127,-0.20081878905408324,0.19427576076832734,1.0914520182400216,-0.18786949857674629,1,0,0,1,3,1,1,0
1990-12-06,,5.255919686471106,0,0,1,1,0.0,0.9159682858252189,0.45798414291260947,,21.88136112048546,,-1.509225919169809,372.3,407.723,-0.08688006318014929,0.09339207048458142,-0.19223258841397262,0.19423568290607493,1.0820682066451275,-0.1840894148586456,1,0,0,1,3,1,1,0
1990-12-07,,5.255919686471106,0,0,1,1,0.0,0.9159682858252189,0.45798414291260947,,21.88136112048546,,-1.509225919169809,371.5,407.483,-0.08830552440224504,0.10302850356294524,-0.19727744165946415,0.19412542116789544,1.0713809270778598,-0.1856641823761508,1,0,0,1,3,1,1,0
1990-12-10,,5.255919686471106,0,0,1,1,0.0,0.9159682858252189,0.45798414291260947,,21.88136112048546,,-1.509225919169809,371.5,407.2355,-0.08775143620828729,0.10434007134363865,-0.20381483069009865,0.1938148654804712,1.0568469415443469,-0.17882404951370467,1,0,0,1,3,1,1,0
1990-12-11,,5.255919686471106,0,0,1,1,0.0,0.9159682858252189,0.45798414291260947,,21.88136112048546,,-1.509225919169809,368.0,406.9625,-0.0957397794637097,0.07602339181286544,-0.21518447430155685,0.1946112043119143,1.0643492822470237,-0.18294849023090587,1,0,0,1,3,1,1,0
1990-12-12,,5.255919686471106,0,0,1,1,0.0,0.9159682858252189,0.45798414291260947,,21.88136112048546,,-1.509225919169809,370.4,406.68549999999993,-0.0892225073183085,0.05376955903271696,-0.2070220509526869,0.19395268099526322,1.0430080858492643,-0.17889603192196857,1,0,0,1,3,1,1,0
1990-12-13,,5.255919686471106,0,0,1,1,0.0,0.9159682858252189,0.45798414291260947,,21.88136112048546,,-1.509225919169809,371.5,406.407,-0.08589172922710486,0.05270614905072257,-0.2055175363558598,0.19382329770580864,1.0323373612430478,-0.16983240223463691,1,0,0,1,3,1,1,0
1990-12-14,,5.255919686471106,0,0,1,1,0.0,0.9159682858252189,0.45798414291260947,,21.88136112048546,,-1.509225919169809,368.8,406.096,-0.0918403530199755,0.033342673017652036,-0.1996527777777778,0.194355932076332,1.0348340686147817,-0.16899504281207756,1,0,0,1,3,1,1,0
1990-12-17,,5.255919686471106,0,0,1,1,0.0,0.9159682858252189,0.45798414291260947,,21.88136112048546,,-1.509225919169809,365.7,405.7735,-0.09875829742454845,0.03159379407616347,-0.20586319218241045,0.19481201317555835,1.0359140678256527,-0.16123853211009176,1,0,0,1,3,1,1,0
1990-12-18,,5.255919686471106,0,0,1,1,0.0,0.9159682858252189,0.45798414291260947,,21.88136112048546,,-1.509225919169809,370.2,405.46299999999997,-0.08696971116969976,0.055001424907381136,-0.19661458333333337,0.19639399023673476,1.0590856604590273,-0.14779005524861877,1,0,0,1,3,1,1,0
1990-12-19,,5.255919686471106,0,0,1,1,0.0,0.9159682858252189,0.45798414291260947,,21.88136112048546,,-1.509225919169809,371.2,405.1565,-0.08381082371873583,0.05245250921462996,-0.19531758075005423,0.1923494222917138,0.9715911301055883,-0.15037766079194326,1,0,0,1,2,1,1,0
1990-12-20,,5.255919686471106,0,0,1,1,0.0,0.9159682858252189,0.45798414291260947,,21.88136112048546,,-1.509225919169809,372.3,404.83549999999997,-0.08036721087948062,0.06890611541774327,-0.18941868060091438,0.1920107927378076,0.9577020672373262,-0.15597370210836548,1,0,0,1,2,1,1,0
1990-12-21,,5.255919686471106,0,0,1,1,0.0,0.9159682858252189,0.45798414291260947,,21.88136112048546,,-1.509225919169809,373.6,404.5195,-0.07643512859083423,0.07110091743119273,-0.17998244073748904,0.18321262537866936,0.7781129891731511,-0.15969410706252807,1,0,0,1,2,1,1,0
1990-12-24,,5.255919686471106,0,0,1,1,0.0,0.9159682858252189,0.45798414291260947,,21.88136112048546,,-1.509225919169809,372.4,404.19849999999997,-0.07867050471488635,0.06704871060171924,-0.18225735617039962,0.18293815954533388,0.7670395476970345,-0.16370985852234454,1,0,0,1,2,1,1,0
1990-12-26,,5.255919686471106,0,0,1,1,0.0,0.9159682858252189,0.45798414291260947,,21.88136112048546,,-1.509225919169809,372.4,403.8875,-0.07796106589087315,0.06735454284895392,-0.18494200043773257,0.1806070785213125,0.7157712692709602,-0.17023172905525852,1,0,0,1,2,1,1,0
1990-12-27,,5.255919686471106,0,0,1,1,0.0,0.9159682858252189,0.45798414291260947,,21.88136112048546,,-1.509225919169809,371.1,403.56199999999995,-0.08043869343496146,0.048009036995199095,-0.19396177237185053,0.17287035819396745,0.5587539128759748,-0.17533333333333323,1,0,0,1,2,1,1,0
1990-12-28,,5.255919686471106,0,0,1,1,0.0,0.9159682858252189,0.45798414291260947,,21.88136112048546,,-1.509225919169809,371.2,403.2275,-0.07942786640296118,0.04533934103069548,-0.1970581873242484,0.17206097195266964,0.5385959429123758,-0.18381706244503082,1,0,0,1,2,1,1,0
1990-12-31,,5.255919686471106,0,0,1,1,0.0,0.9159682858252189,0.45798414291260947,,21.88136112048546,,-1.509225919169809,373.8,402.8855,-0.07219296797725405,0.050590219224283306,-0.19090909090909092,0.1625938048927768,0.3486248802635815,-0.18615284128020904,1,0,0,1,2,1,1,0
1991-01-02,,4.893280175885752,0,0,1,1,0.0,0.8627538503598662,0.4313769251799331,,22.000086897778075,,-1.3975120301976474,372.2,402.53200000000004,-0.07535301541243933,0.03648008911166789,-0.19402338674750974,0.16271992059863807,0.3478678065434963,-0.19244955521805163,1,0,0,1,2,1,1,0
1991-01-03,,4.893280175885752,0,0,1,1,0.0,0.8627538503598662,0.4313769251799331,,22.000086897778075,,-1.3975120301976474,367.5,402.16900000000004,-0.08620505309956772,0.017160254636036543,-0.19969512195121952,0.16232919628422599,0.3369291530170604,-0.2000435350457117,1,0,0,1,2,1,1,0
1991-01-04,,4.893280175885752,0,0,1,1,0.0,0.8627538503598662,0.4313769251799331,,22.000086897778075,,-1.3975120301976474,367.2,401.8085,-0.08613182647952944,0.008514144465805895,-0.20260586319218243,0.16200411703914777,0.3273023922903285,-0.19860323003055436,1,0,0,1,2,1,1,0
1991-01-07,,4.893280175885752,0,0,1,1,0.0,0.8627538503598662,0.4313769251799331,,22.000086897778075,,-1.3975120301976474,360.2,401.43699999999995,-0.10272346594857962,-0.02884874629280132,-0.21983972276369934,0.16608717566029824,0.4043270077019709,-0.2147373010682363,1,0,0,1,2,1,1,0
1991-01-08,,4.893280175885752,0,0,1,1,0.0,0.8627538503598662,0.4313769251799331,,22.000086897778075,,-1.3975120301976474,359.0,401.0455,-0.10483972516834128,-0.0357238785925329,-0.22125813449023857,0.16624988504435903,0.40391653046137727,-0.2140980735551664,1,0,0,1,2,1,1,0
1991-01-09,,4.893280175885752,0,0,1,1,0.0,0.8627538503598662,0.4313769251799331,,22.000086897778075,,-1.3975120301976474,357.5,400.639,-0.10767548840726937,-0.037685060565275874,-0.2293597758137529,0.15769249576293654,0.23210303963128326,-0.2067894386509873,1,0,0,1,2,1,1,0
1991-01-10,,4.893280175885752,0,0,1,1,0.0,0.8627538503598662,0.4313769251799331,,22.000086897778075,,-1.3975120301976474,361.9,400.251,-0.09581737459744011,-0.025841184387617844,-0.22538527397260277,0.15500167593472103,0.1763584528752828,-0.19380708398306978,1,0,0,1,2,1,1,0
1991-01-11,,4.893280175885752,0,0,1,1,0.0,0.8627538503598662,0.4313769251799331,,22.000086897778075,,-1.3975120301976474,361.8,399.8765,-0.09522064937549468,-0.016847826086956452,-0.2275832621690862,0.1468727244130302,0.014123081652672438,-0.17716624971571526,1,0,0,1,2,1,1,0
1991-01-14,,4.893280175885752,0,0,1,1,0.0,0.8627538503598662,0.4313769251799331,,22.000086897778075,,-1.3975120301976474,355.8,399.4785,-0.10933880046110112,-0.039416846652267745,-0.2423339011925043,0.1510625735773478,0.09406927820255276,-0.18506642235455795,1,0,0,1,2,1,1,0
1991-01-15,,4.893280175885752,0,0,1,1,0.0,0.8627538503598662,0.4313769251799331,,22.000086897778075,,-1.3975120301976474,357.3,399.0875,-0.1047076142449963,-0.03822341857335121,-0.23078579117330456,0.15090632917867958,0.08797433191933848,-0.1883234893230349,1,0,0,1,2,1,1,0
1991-01-16,,4.893280175885752,0,0,1,1,0.0,0.8627538503598662,0.4313769251799331,,22.000086897778075,,-1.3975120301976474,365.2,398.7475,-0.08413218891654495,-0.009761388286334105,-0.2074652777777778,0.1538816284648856,0.14373041075662116,-0.16754046045133353,1,0,0,1,2,1,1,0
1991-01-17,,4.893280175885752,0,0,1,1,0.0,0.8627538503598662,0.4313769251799331,,22.000086897778075,,-1.3975120301976474,375.8,398.43800000000005,-0.05681686987686929,0.02761826633852893,-0.17983413356612832,0.1631299817771096,0.3232322506114298,-0.1410285714285714,1,0,0,1,2,1,1,0
1991-01-18,,4.893280175885752,0,0,1,1,0.0,0.8627538503598662,0.4313769251799331,,22.000086897778075,,-1.3975120301976474,377.0,398.14599999999996,-0.053111170274220965,0.01836844948676397,-0.1719745222929937,0.1581294206196152,0.2201951704177022,-0.14493082331594465,1,0,0,1,2,1,1,0
1991-01-21,,4.893280175885752,0,0,1,1,0.0,0.8627538503598662,0.4313769251799331,,22.000086897778075,,-1.3975120301976474,379.7,397.8775,-0.045686172251509616,0.022898706896551824,-0.14597390913180397,0.15760713931849935,0.20649393790991524,-0.12086131048853899,1,0,0,1,2,1,1,0
1991-01-22,,4.893280175885752,0,0,1,1,0.0,0.8627538503598662,0.4313769251799331,,22.000086897778075,,-1.3975120301976474,379.0,397.61800000000005,-0.04682383594304096,0.017996239591727026,-0.14369633981021246,0.1566999769411334,0.18514711982703158,-0.11942379182156126,1,0,0,1,2,1,1,0
1991-01-23,,4.893280175885752,0,0,1,1,0.0,0.8627538503598662,0.4313769251799331,,22.000086897778075,,-1.3975120301976474,383.9,397.38649999999996,-0.03393799235756623,0.027569593147751537,-0.13827160493827162,0.15824843560489227,0.21252978703083483,-0.09819121447028423,1,0,0,1,2,1,1,0
1991-01-24,,4.893280175885752,0,0,1,1,0.0,0.8627538503598662,0.4313769251799331,,22.000086897778075,,-1.3975120301976474,391.3,397.1835,-0.014813052405248328,0.050751879699248326,-0.12146385271665916,0.1619296772489036,0.28215560176795945,-0.07972718720602068,1,0,0,1,2,1,1,0
1991-01-25,,4.893280175885752,0,0,1,1,0.0,0.8627538503598662,0.4313769251799331,,22.000086897778075,,-1.3975120301976474,394.3,396.9875,-0.006769734563430885,0.05880773361976388,-0.1091278807049254,0.16181403114789242,0.2761377515253493,-0.06408734868264898,1,0,0,1,2,1,1,0
1991-01-28,,4.893280175885752,0,0,1,1,0.0,0.8627538503598662,0.4313769251799331,,22.000086897778075,,-1.3975120301976474,396.8,396.79,2.5202248040478992e-05,0.06925357046618164,-0.09695038689121527,0.15778194765447145,0.19214605782673128,-0.050944750059794375,0,0,0,1,1,1,0,0
1991-01-29,,4.893280175885752,0,0,1,1,0.0,0.8627538503598662,0.4313769251799331,,22.000086897778075,,-1.3975120301976474,400.6,396.60949999999997,0.01006153407823085,0.07920258620689657,-0.08580556823368313,0.15592449503110764,0.15194955146282954,-0.024592159727294782,0,0,0,1,1,1,0,0
1991-01-30,,4.893280175885752,0,0,1,1,0.0,0.8627538503598662,0.4313769251799331,,22.000086897778075,,-1.3975120301976474,408.5,396.475,0.030329781196796635,0.09283039058319953,-0.06285845377380128,0.15890621066698063,0.2083503518005557,-0.017556517556517548,0,0,0,1,1,1,0,0
1991-01-31,,4.893280175885752,0,0,1,1,0.0,0.8627538503598662,0.4313769251799331,,22.000086897778075,,-1.3975120301976474,414.2,396.3885000000001,0.04493445193288892,0.11284255776464258,-0.03427372347866631,0.16012013800256458,0.2293749294573221,-0.008616562948779327,0,0,0,1,1,1,0,0
1991-02-01,,4.331418455309232,0,0,1,1,0.0,0.7834450599533779,0.39172252997668894,,22.1464140820038,,-1.2288718479151208,417.7,396.33200000000005,0.05391439500216966,0.13659863945578232,0.0004790419161675441,0.16038246565196934,0.23146095480513082,-0.010658455708195125,0,1,0,1,1,2,0,0
1991-02-04,,4.331418455309232,0,0,1,1,0.0,0.7834450599533779,0.39172252997668894,,22.1464140820038,,-1.2288718479151208,424.8,396.32700000000006,0.07184219091810529,0.15686274509803932,0.062000000000000055,0.16008846416943784,0.22248262362468635,0.00023546032493526603,0,1,0,1,1,2,0,0
1991-02-05,,4.331418455309232,0,0,1,1,0.0,0.7834450599533779,0.39172252997668894,,22.1464140820038,,-1.2288718479151208,432.2,396.3875,0.09034719813313985,0.19988895058300948,0.07485700074608292,0.16141539414838665,0.24577279830158902,0.019339622641509457,0,1,0,1,1,2,0,0
1991-02-06,,4.331418455309232,0,0,1,1,0.0,0.7834450599533779,0.39172252997668894,,22.1464140820038,,-1.2288718479151208,439.2,396.4875,0.10772722973612026,0.22339832869080767,0.07726269315673284,0.16299579215928559,0.27409391607216016,0.029053420805998043,0,1,0,1,1,2,0,0
1991-02-07,,4.331418455309232,0,0,1,1,0.0,0.7834450599533779,0.39172252997668894,,22.1464140820038,,-1.2288718479151208,435.0,396.55949999999996,0.09693501227432466,0.21678321678321688,0.0532687651331718,0.16252948516910096,0.2612533575149571,0.018020126374912238,0,1,0,1,1,2,0,0
1991-02-08,,4.331418455309232,0,0,1,1,0.0,0.7834450599533779,0.39172252997668894,,22.1464140820038,,-1.2288718479151208,436.8,396.63800000000003,0.10125605716043329,0.20696324951644107,0.07058823529411762,0.16217110939944537,0.2506185097108748,0.018656716417910557,0,1,0,1,1,2,0,0
1991-02-11,,4.331418455309232,0,0,1,1,0.0,0.7834450599533779,0.39172252997668894,,22.1464140820038,,-1.2288718479151208,444.1,396.76849999999996,0.1192924841563785,0.22747374239911555,0.08768062698995838,0.1621916184368667,0.24757837014895218,0.04151031894934354,0,1,0,1,1,2,0,0
1991-02-12,,4.331418455309232,0,0,1,1,0.0,0.7834450599533779,0.39172252997668894,,22.1464140820038,,-1.2288718479151208,444.0,396.888,0.11870351333373663,0.24789207419898807,0.08213502315378984,0.15516784305810769,0.10331795436480064,0.04274307186472526,0,1,0,1,1,2,0,0
1991-02-13,,4.331418455309232,0,0,1,1,0.0,0.7834450599533779,0.39172252997668894,,22.1464140820038,,-1.2288718479151208,448.0,397.01849999999996,0.12841089269139871,0.2538483067450321,0.08869987849331706,0.1555221432707243,0.10742787328037616,0.05016408813877171,0,1,0,1,1,2,0,0
1991-02-14,,4.331418455309232,0,0,1,1,0.0,0.7834450599533779,0.39172252997668894,,22.1464140820038,,-1.2288718479151208,444.3,397.12199999999996,0.11879976430416872,0.21659364731653885,0.1043997017151379,0.15661835598041107,0.12646925950094096,0.03421787709497215,0,1,0,1,1,2,0,0
1991-02-15,,4.331418455309232,0,0,1,1,0.0,0.7834450599533779,0.39172252997668894,,22.1464140820038,,-1.2288718479151208,448.7,397.2385,0.1295481178183886,0.1939861628525812,0.14027954256670894,0.15572112054319753,0.10538411243756028,0.0459207459207458,0,1,0,1,1,2,0,0
1991-02-19,,4.331418455309232,0,0,1,1,0.0,0.7834450599533779,0.39172252997668894,,22.1464140820038,,-1.2288718479151208,450.3,397.347,0.1332663893272128,0.1944297082228117,0.1587750900669067,0.15312151971548396,0.050224051878755734,0.06252949504483252,0,1,0,1,1,2,0,0
1991-02-20,,4.331418455309232,0,0,1,1,0.0,0.7834450599533779,0.39172252997668894,,22.1464140820038,,-1.2288718479151208,446.0,397.421,0.12223561412205197,0.17461153542270225,0.17461153542270225,0.1554823271339413,0.09508467414980336,0.058125741399762676,0,1,0,1,1,2,0,0
1991-02-21,,4.331418455309232,0,0,1,1,0.0,0.7834450599533779,0.39172252997668894,,22.1464140820038,,-1.2288718479151208,446.4,397.494,0.12303581940859476,0.1778364116094986,0.19103521878335106,0.15206281551404421,0.02336575116865358,0.05581835383159883,0,1,0,1,1,2,0,0
1991-02-22,,4.331418455309232,0,0,1,1,0.0,0.7834450599533779,0.39172252997668894,,22.1464140820038,,-1.2288718479151208,449.0,397.5825,0.12932536014537876,0.1695754102630893,0.24652970571904498,0.15201629468277034,0.019874202168971244,0.07032181168057217,0,1,0,1,1,2,0,0
1991-02-25,,4.331418455309232,0,0,1,1,0.0,0.7834450599533779,0.39172252997668894,,22.1464140820038,,-1.2288718479151208,451.1,397.67199999999997,0.1343519282222536,0.15282392026578084,0.2281513748979036,0.1518550687507131,0.014069564532659494,0.07149643705463182,0,1,0,1,1,2,0,0
1991-02-26,,4.331418455309232,0,0,1,1,0.0,0.7834450599533779,0.39172252997668894,,22.1464140820038,,-1.2288718479151208,447.7,397.72,0.12566629789801853,0.13542987572914011,0.1741410962496721,0.15339605033295714,0.042684074250867544,0.05939422621864643,0,1,0,1,1,2,0,0
