time,months_until_fear,months_until_euphoria,fear_window_24m,fear_window_36m,euphoria_window_24m,euphoria_window_36m,confidence_fear,confidence_euphoria,confidence,fear_period_months,euphoria_period_months,fear_phase,euphoria_phase,nasdaq_close,nasdaq_sma,nasdaq_overext,nasdaq_mom_fast,nasdaq_mom_slow,vol_ann,vol_z,runup_12m,trend_break,overext_flag,mom_decel,macro_risk,fear_level,euphoria_level,fear_trigger,euphoria_trigger
1973-07-20,,,0,0,0,0,0.0,0.0,0.0,,,,,107.68,,,0.06413677240834081,,0.14122942462921062,,,0,0,0,0,0,0,0,0
1973-07-23,,,0,0,0,0,0.0,0.0,0.0,,,,,107.75,,,0.07320717131474108,,0.13915783674887616,,,0,0,0,0,0,0,0,0
1973-07-24,,,0,0,0,0,0.0,0.0,0.0,,,,,108.29,,,0.07228438459253406,,0.13746595953460433,,,0,0,0,0,0,0,0,0
1973-07-25,,,0,0,0,0,0.0,0.0,0.0,,,,,109.19,,,0.09815950920245387,,0.13666397802800787,,,0,0,0,0,0,0,0,0
1973-07-26,,,0,0,0,0,0.0,0.0,0.0,,,,,109.17,,,0.09213685474189681,,0.13490114895379654,,,0,0,0,0,0,0,0,0
1973-07-27,,,0,0,0,0,0.0,0.0,0.0,,,,,109.36,,,0.09119936140490914,,0.13311430095875668,,,0,0,0,0,0,0,0,0
1973-07-30,,,0,0,0,0,0.0,0.0,0.0,,,,,108.88,,,0.0763147489126137,,0.13229617494711987,,,0,0,0,0,0,0,0,0
1973-07-31,,,0,0,0,0,0.0,0.0,0.0,,,,,108.64,,,0.07585660526837001,,0.13097087504793714,,,0,0,0,0,0,0,0,0
1973-08-01,,,0,0,0,0,0.0,0.0,0.0,,,,,108.64,,,0.08477284073889169,,0.12941603887392003,,,0,0,0,0,0,0,0,0
1973-08-02,,,0,0,0,0,0.0,0.0,0.0,,,,,106.98,,,0.07571644042232273,,0.13413790102160628,,,0,0,0,0,0,0,0,0
1973-08-03,,,0,0,0,0,0.0,0.0,0.0,,,,,106.82,,,0.07475601167119428,,0.1327117273463192,,,0,0,0,0,0,0,0,0
1973-08-06,,,0,0,0,0,0.0,0.0,0.0,,,,,107.21,,,0.07770406111781258,,0.13134292807379291,,,0,0,0,0,0,0,0,0
1973-08-07,,,0,0,0,0,0.0,0.0,0.0,,,,,107.3,,,0.072892710728927,,0.12987654132577717,,,0,0,0,0,0,0,0,0
1973-08-08,,,0,0,0,0,0.0,0.0,0.0,,,,,106.13,,,0.04892271199841858,,0.13141557482311747,,,0,0,0,0,0,0,0,0
1973-08-09,,,0,0,0,0,0.0,0.0,0.0,,,,,106.15,,,0.03369364105560435,,0.13001796896926154,,,0,0,0,0,0,0,0,0
1973-08-10,,,0,0,0,0,0.0,0.0,0.0,,,,,105.32,,,0.020839391295919274,,0.13013378281307864,,,0,0,0,0,0,0,0,0
1973-08-13,,,0,0,0,0,0.0,0.0,0.0,,,,,104.35,,,0.012811802387654003,,0.13067856101690523,,,0,0,0,0,0,0,0,0
1973-08-14,,,0,0,0,0,0.0,0.0,0.0,,,,,103.59,,,-0.003654900452053411,,0.13049645500017953,,,0,0,0,0,0,0,0,0
1973-08-15,,,0,0,0,0,0.0,0.0,0.0,,,,,103.35,,,-0.012327981651376163,,0.12933703468562294,,,0,0,0,0,0,0,0,0
1973-08-16,,,0,0,0,0,0.0,0.0,0.0,,,,,103.31,,,-0.02325801266899874,,0.12809441500052782,,,0,0,0,0,0,0,0,0
1973-08-17,,,0,0,0,0,0.0,0.0,0.0,,,,,103.71,,,-0.02638002253098015,,0.12712559029481207,,,0,0,0,0,0,0,0,0
1973-08-20,,,0,0,0,0,0.0,0.0,0.0,,,,,102.67,,,-0.04652674591381878,,0.12786301705883824,,,0,0,0,0,0,0,0,0
1973-08-21,,,0,0,0,0,0.0,0.0,0.0,,,,,102.12,,,-0.052250580046403705,,0.12722255607939364,,,0,0,0,0,0,0,0,0
1973-08-22,,,0,0,0,0,0.0,0.0,0.0,,,,,101.34,,,-0.06417951796103061,,0.1271002879025864,,,0,0,0,0,0,0,0,0
1973-08-23,,,0,0,0,0,0.0,0.0,0.0,,,,,102.53,,,-0.060994596574777904,,0.12838971326941498,,,0,0,0,0,0,0,0,0
1973-08-24,,,0,0,0,0,0.0,0.0,0.0,,,,,102.4,,,-0.06201337363744619,,0.12730816390502986,,,0,0,0,0,0,0,0,0
1973-08-27,,,0,0,0,0,0.0,0.0,0.0,,,,,102.91,,,-0.05897951719092909,,0.12662875868188792,,,0,0,0,0,0,0,0,0
1973-08-28,,,0,0,0,0,0.0,0.0,0.0,,,,,102.99,,,-0.05409625275532692,,0.12557597068488907,,,0,0,0,0,0,0,0,0
1973-08-29,,,0,0,0,0,0.0,0.0,0.0,,,,,103.79,,,-0.044642857142857095,,0.12548797816642523,,,0,0,0,0,0,0,0,0
1973-08-30,,,0,0,0,0,0.0,0.0,0.0,,,,,103.99,,,-0.042801914580265166,,0.12451629112307577,,,0,0,0,0,0,0,0,0
1973-08-31,,,0,0,0,0,0.0,0.0,0.0,,,,,104.87,,,-0.01972331276874184,,0.12163694352207909,,,0,0,0,0,0,0,0,0
1973-09-04,,,0,0,0,0,0.0,0.0,0.0,,,,,105.5,,,-0.012357236472570587,,0.12085413000338899,,,0,0,0,0,0,0,0,0
1973-09-05,,,0,0,0,0,0.0,0.0,0.0,,,,,106.03,,,-0.01100643596679407,,0.12116597263313592,,,0,0,0,0,0,0,0,0
1973-09-06,,,0,0,0,0,0.0,0.0,0.0,,,,,106.36,,,-0.008760484622553522,,0.1202155009567886,,,0,0,0,0,0,0,0,0
1973-09-07,,,0,0,0,0,0.0,0.0,0.0,,,,,107.02,,,0.008385941769528005,,0.11882895781330044,,,0,0,0,0,0,0,0,0
1973-09-10,,,0,0,0,0,0.0,0.0,0.0,,,,,106.25,,,0.0009420631182288641,,0.11899043669000084,,,0,0,0,0,0,0,0,0
1973-09-11,,,0,0,0,0,0.0,0.0,0.0,,,,,105.77,,,0.004272692745917128,,0.11458369934684814,,,0,0,0,0,0,0,0,0
1973-09-12,,,0,0,0,0,0.0,0.0,0.0,,,,,105.33,,,0.009391471011020558,,0.11454742465618485,,,0,0,0,0,0,0,0,0
1973-09-13,,,0,0,0,0,0.0,0.0,0.0,,,,,105.6,,,0.019403417318273775,,0.1136033867984241,,,0,0,0,0,0,0,0,0
1973-09-14,,,0,0,0,0,0.0,0.0,0.0,,,,,106.07,,,0.026318335752298028,,0.11081880692078995,,,0,0,0,0,0,0,0,0
1973-09-17,,,0,0,0,0,0.0,0.0,0.0,,,,,106.27,,,0.02865163101345458,,0.10646106991259072,,,0,0,0,0,0,0,0,0
1973-09-18,,,0,0,0,0,0.0,0.0,0.0,,,,,106.3,,,0.024973483752772196,,0.10644695571904134,,,0,0,0,0,0,0,0,0
1973-09-19,,,0,0,0,0,0.0,0.0,0.0,,,,,107.91,,,0.05103730398363693,,0.1101981550773009,,,0,0,0,0,0,0,0,0
1973-09-20,,,0,0,0,0,0.0,0.0,0.0,,,,,108.76,,,0.06502154328241283,,0.10953996141439248,,,0,0,0,0,0,0,0,0
1973-09-21,,,0,0,0,0,0.0,0.0,0.0,,,,,109.46,,,0.0801263074797709,,0.10964080680855569,,,0,0,0,0,0,0,0,0
1973-09-24,,,0,0,0,0,0.0,0.0,0.0,,,,,109.69,,,0.06983321954549893,,0.10422818778705006,,,0,0,0,0,0,0,0,0
1973-09-25,,,0,0,0,0,0.0,0.0,0.0,,,,,109.8,,,0.072265625,,0.10395448377192444,,,0,0,0,0,0,0,0,0
1973-09-26,,,0,0,0,0,0.0,0.0,0.0,,,,,110.62,,,0.07491983286366732,,0.10461527385434634,,,0,0,0,0,0,0,0,0
1973-09-27,,,0,0,0,0,0.0,0.0,0.0,,,,,111.27,,,0.08039615496650154,,0.10378636422202743,,,0,0,0,0,0,0,0,0
1973-09-28,,,0,0,0,0,0.0,0.0,0.0,,,,,111.2,,,0.07139416128721443,,0.10366252290294767,,,0,0,0,0,0,0,0,0
1973-10-01,,,0,0,0,0,0.0,0.0,0.0,,,,,110.97,,,0.06712183863833054,,0.1020227645170288,,,0,0,0,0,0,0,0,0
1973-10-02,,,0,0,0,0,0.0,0.0,0.0,,,,,111.76,,,0.0657003909602365,,0.10106426654787205,,,0,0,0,0,0,0,0,0
1973-10-03,,,0,0,0,0,0.0,0.0,0.0,,,,,112.13,,,0.06284360189573457,,0.10097743394109265,,,0,0,0,0,0,0,0,0
1973-10-04,,,0,0,0,0,0.0,0.0,0.0,,,,,111.51,,,0.051683485805904095,,0.10205870840075877,,,0,0,0,0,0,0,0,0
1973-10-05,,,0,0,0,0,0.0,0.0,0.0,,,,,112.56,,,0.058292591199699206,,0.10295124131651436,,,0,0,0,0,0,0,0,0
1973-10-08,,,0,0,0,0,0.0,0.0,0.0,,,,,113.17,,,0.05746589422537851,,0.10127406623643317,,,0,0,0,0,0,0,0,0
1973-10-09,,,0,0,0,0,0.0,0.0,0.0,,,,,113.07,,,0.06418823529411766,,0.0978234536249999,,,0,0,0,0,0,0,0,0
1973-10-10,,,0,0,0,0,0.0,0.0,0.0,,,,,112.17,,,0.06050865084617563,,0.09943265155840343,,,0,0,0,0,0,0,0,0
1973-10-11,,,0,0,0,0,0.0,0.0,0.0,,,,,113.56,,,0.07813538403114029,,0.10168914954374643,,,0,0,0,0,0,0,0,0
